,0,1,2,3
87,0.0025865363,0.0027319998,0.9921044,0.0025770864
88,0.0025270851,0.9923753,0.0025797084,0.0025178522
89,0.9916289,0.0030595933,0.0026879767,0.002623526
90,0.9916289,0.0030595933,0.0026879767,0.002623526
91,0.0025270851,0.9923753,0.0025797084,0.0025178522
92,0.0025865363,0.0027319998,0.9921044,0.0025770864
93,0.0025270851,0.9923753,0.0025797084,0.0025178522
94,0.0025865363,0.0027319998,0.9921044,0.0025770864
95,0.9916289,0.0030595933,0.0026879767,0.002623526
96,0.0025270851,0.9923753,0.0025797084,0.0025178522
97,0.0025270851,0.9923753,0.0025797084,0.0025178522
98,0.9916289,0.0030595933,0.0026879767,0.002623526
99,0.9916289,0.0030595933,0.0026879767,0.002623526
100,0.0025865363,0.0027319998,0.9921044,0.0025770864
101,0.0025865363,0.0027319998,0.9921044,0.0025770864
102,0.0025270851,0.9923753,0.0025797084,0.0025178522
103,0.0025865363,0.0027319998,0.9921044,0.0025770864
104,0.0025270851,0.9923753,0.0025797084,0.0025178522
105,0.0027042085,0.0028562897,0.0033188646,0.99112064
106,0.0025865363,0.0027319998,0.9921044,0.0025770864
107,0.0025865363,0.0027319998,0.9921044,0.0025770864
108,0.0027042085,0.0028562897,0.0033188646,0.99112064
109,0.0025865363,0.0027319998,0.9921044,0.0025770864
110,0.0025270851,0.9923753,0.0025797084,0.0025178522
111,0.0025865363,0.0027319998,0.9921044,0.0025770864
112,0.0027042085,0.0028562897,0.0033188646,0.99112064
113,0.0025270851,0.9923753,0.0025797084,0.0025178522
114,0.0027042085,0.0028562897,0.0033188646,0.99112064
115,0.0027042085,0.0028562897,0.0033188646,0.99112064
116,0.0025270851,0.9923753,0.0025797084,0.0025178522
117,0.9916289,0.0030595933,0.0026879767,0.002623526
118,0.0025270851,0.9923753,0.0025797084,0.0025178522
119,0.0025865363,0.0027319998,0.9921044,0.0025770864
120,0.0025865363,0.0027319998,0.9921044,0.0025770864
121,0.0025865363,0.0027319998,0.9921044,0.0025770864
122,0.0025865363,0.0027319998,0.9921044,0.0025770864
123,0.9916289,0.0030595933,0.0026879767,0.002623526
124,0.0025270851,0.9923753,0.0025797084,0.0025178522
125,0.0027042085,0.0028562897,0.0033188646,0.99112064
126,0.0025865363,0.0027319998,0.9921044,0.0025770864
127,0.0027042085,0.0028562897,0.0033188646,0.99112064
128,0.9916289,0.0030595933,0.0026879767,0.002623526
129,0.0025270851,0.9923753,0.0025797084,0.0025178522
130,0.0027042085,0.0028562897,0.0033188646,0.99112064
131,0.0027042085,0.0028562897,0.0033188646,0.99112064
132,0.0025865363,0.0027319998,0.9921044,0.0025770864
133,0.0025270851,0.9923753,0.0025797084,0.0025178522
134,0.0025270851,0.9923753,0.0025797084,0.0025178522
135,0.9916289,0.0030595933,0.0026879767,0.002623526
136,0.9916289,0.0030595933,0.0026879767,0.002623526
137,0.0027042085,0.0028562897,0.0033188646,0.99112064
138,0.0025270851,0.9923753,0.0025797084,0.0025178522
139,0.0025270851,0.9923753,0.0025797084,0.0025178522
140,0.0027042085,0.0028562897,0.0033188646,0.99112064
141,0.0025865363,0.0027319998,0.9921044,0.0025770864
142,0.0025270851,0.9923753,0.0025797084,0.0025178522
143,0.0025270851,0.9923753,0.0025797084,0.0025178522
144,0.0025270851,0.9923753,0.0025797084,0.0025178522
145,0.9916289,0.0030595933,0.0026879767,0.002623526
146,0.0025270851,0.9923753,0.0025797084,0.0025178522
147,0.0025865363,0.0027319998,0.9921044,0.0025770864
148,0.0025865363,0.0027319998,0.9921044,0.0025770864
149,0.0025270851,0.9923753,0.0025797084,0.0025178522
150,0.9916289,0.0030595933,0.0026879767,0.002623526
151,0.9916289,0.0030595933,0.0026879767,0.002623526
152,0.0027042085,0.0028562897,0.0033188646,0.99112064
153,0.0025270851,0.9923753,0.0025797084,0.0025178522
154,0.0025865363,0.0027319998,0.9921044,0.0025770864
155,0.0025865363,0.0027319998,0.9921044,0.0025770864
156,0.0025270851,0.9923753,0.0025797084,0.0025178522
157,0.9916289,0.0030595933,0.0026879767,0.002623526
158,0.0025270851,0.9923753,0.0025797084,0.0025178522
159,0.0025270851,0.9923753,0.0025797084,0.0025178522
160,0.0025270851,0.9923753,0.0025797084,0.0025178522
161,0.0025865363,0.0027319998,0.9921044,0.0025770864
162,0.0025865363,0.0027319998,0.9921044,0.0025770864
163,0.9916289,0.0030595933,0.0026879767,0.002623526
164,0.9916289,0.0030595933,0.0026879767,0.002623526
165,0.9916289,0.0030595933,0.0026879767,0.002623526
166,0.0025270851,0.9923753,0.0025797084,0.0025178522
167,0.0025865363,0.0027319998,0.9921044,0.0025770864
168,0.0027042085,0.0028562897,0.0033188646,0.99112064
169,0.0025865363,0.0027319998,0.9921044,0.0025770864
170,0.0027042085,0.0028562897,0.0033188646,0.99112064
171,0.9916289,0.0030595933,0.0026879767,0.002623526
172,0.0025270851,0.9923753,0.0025797084,0.0025178522
173,0.0025270851,0.9923753,0.0025797084,0.0025178522
174,0.9916289,0.0030595933,0.0026879767,0.002623526
175,0.0025270851,0.9923753,0.0025797084,0.0025178522
176,0.0025865363,0.0027319998,0.9921044,0.0025770864
177,0.0025270851,0.9923753,0.0025797084,0.0025178522
178,0.0025270851,0.9923753,0.0025797084,0.0025178522
179,0.9916289,0.0030595933,0.0026879767,0.002623526
180,0.0025270851,0.9923753,0.0025797084,0.0025178522
181,0.0025270851,0.9923753,0.0025797084,0.0025178522
182,0.0025270851,0.9923753,0.0025797084,0.0025178522
183,0.0025865363,0.0027319998,0.9921044,0.0025770864
184,0.0025865363,0.0027319998,0.9921044,0.0025770864
185,0.9916289,0.0030595933,0.0026879767,0.002623526
186,0.0025270851,0.9923753,0.0025797084,0.0025178522
187,0.9916289,0.0030595933,0.0026879767,0.002623526
188,0.0025270851,0.9923753,0.0025797084,0.0025178522
189,0.9916289,0.0030595933,0.0026879767,0.002623526
190,0.0025865363,0.0027319998,0.9921044,0.0025770864
191,0.0027042085,0.0028562897,0.0033188646,0.99112064
192,0.0025865363,0.0027319998,0.9921044,0.0025770864
193,0.0025270851,0.9923753,0.0025797084,0.0025178522
194,0.0025865363,0.0027319998,0.9921044,0.0025770864
195,0.0025865363,0.0027319998,0.9921044,0.0025770864
196,0.0027042085,0.0028562897,0.0033188646,0.99112064
197,0.0025270851,0.9923753,0.0025797084,0.0025178522
198,0.9916289,0.0030595933,0.0026879767,0.002623526
199,0.0025270851,0.9923753,0.0025797084,0.0025178522
200,0.0025270851,0.9923753,0.0025797084,0.0025178522
201,0.0025270851,0.9923753,0.0025797084,0.0025178522
202,0.0025865363,0.0027319998,0.9921044,0.0025770864
203,0.0025270851,0.9923753,0.0025797084,0.0025178522
204,0.9916289,0.0030595933,0.0026879767,0.002623526
205,0.0025270851,0.9923753,0.0025797084,0.0025178522
206,0.9916289,0.0030595933,0.0026879767,0.002623526
207,0.0025865363,0.0027319998,0.9921044,0.0025770864
208,0.0027042085,0.0028562897,0.0033188646,0.99112064
209,0.0027042085,0.0028562897,0.0033188646,0.99112064
210,0.0025865363,0.0027319998,0.9921044,0.0025770864
211,0.0025865363,0.0027319998,0.9921044,0.0025770864
212,0.9916289,0.0030595933,0.0026879767,0.002623526
213,0.0027042085,0.0028562897,0.0033188646,0.99112064
214,0.9916289,0.0030595933,0.0026879767,0.002623526
215,0.0025270851,0.9923753,0.0025797084,0.0025178522
216,0.0025270851,0.9923753,0.0025797084,0.0025178522
217,0.9916289,0.0030595933,0.0026879767,0.002623526
218,0.0025270851,0.9923753,0.0025797084,0.0025178522
219,0.0025270851,0.9923753,0.0025797084,0.0025178522
220,0.9916289,0.0030595933,0.0026879767,0.002623526
221,0.0025270851,0.9923753,0.0025797084,0.0025178522
222,0.0025865363,0.0027319998,0.9921044,0.0025770864
223,0.0025865363,0.0027319998,0.9921044,0.0025770864
224,0.9916289,0.0030595933,0.0026879767,0.002623526
225,0.0027042085,0.0028562897,0.0033188646,0.99112064
226,0.0027042085,0.0028562897,0.0033188646,0.99112064
227,0.0025270851,0.9923753,0.0025797084,0.0025178522
228,0.0025865363,0.0027319998,0.9921044,0.0025770864
229,0.9916289,0.0030595933,0.0026879767,0.002623526
230,0.0025865363,0.0027319998,0.9921044,0.0025770864
231,0.0025270851,0.9923753,0.0025797084,0.0025178522
232,0.0025270851,0.9923753,0.0025797084,0.0025178522
233,0.9916289,0.0030595933,0.0026879767,0.002623526
234,0.0027042085,0.0028562897,0.0033188646,0.99112064
235,0.0025865363,0.0027319998,0.9921044,0.0025770864
236,0.0025270851,0.9923753,0.0025797084,0.0025178522
237,0.0025865363,0.0027319998,0.9921044,0.0025770864
238,0.0025865363,0.0027319998,0.9921044,0.0025770864
239,0.9916289,0.0030595933,0.0026879767,0.002623526
240,0.9916289,0.0030595933,0.0026879767,0.002623526
241,0.0025270851,0.9923753,0.0025797084,0.0025178522
242,0.0025270851,0.9923753,0.0025797084,0.0025178522
243,0.0025270851,0.9923753,0.0025797084,0.0025178522
244,0.0025270851,0.9923753,0.0025797084,0.0025178522
245,0.9916289,0.0030595933,0.0026879767,0.002623526
246,0.9916289,0.0030595933,0.0026879767,0.002623526
247,0.0025865363,0.0027319998,0.9921044,0.0025770864
248,0.9916289,0.0030595933,0.0026879767,0.002623526
249,0.0025270851,0.9923753,0.0025797084,0.0025178522
250,0.0025270851,0.9923753,0.0025797084,0.0025178522
251,0.9916289,0.0030595933,0.0026879767,0.002623526
252,0.0025270851,0.9923753,0.0025797084,0.0025178522
253,0.0025865363,0.0027319998,0.9921044,0.0025770864
254,0.9916289,0.0030595933,0.0026879767,0.002623526
255,0.0025270851,0.9923753,0.0025797084,0.0025178522
256,0.0025270851,0.9923753,0.0025797084,0.0025178522
257,0.0025270851,0.9923753,0.0025797084,0.0025178522
258,0.0025270851,0.9923753,0.0025797084,0.0025178522
259,0.0025270851,0.9923753,0.0025797084,0.0025178522
260,0.0025865363,0.0027319998,0.9921044,0.0025770864
261,0.9916289,0.0030595933,0.0026879767,0.002623526
262,0.0025270851,0.9923753,0.0025797084,0.0025178522
263,0.0025270851,0.9923753,0.0025797084,0.0025178522
264,0.0025865363,0.0027319998,0.9921044,0.0025770864
265,0.0025270851,0.9923753,0.0025797084,0.0025178522
266,0.0025270851,0.9923753,0.0025797084,0.0025178522
267,0.0025270851,0.9923753,0.0025797084,0.0025178522
268,0.0025865363,0.0027319998,0.9921044,0.0025770864
269,0.0025865363,0.0027319998,0.9921044,0.0025770864
270,0.9916289,0.0030595933,0.0026879767,0.002623526
271,0.0025270851,0.9923753,0.0025797084,0.0025178522
272,0.0027042085,0.0028562897,0.0033188646,0.99112064
273,0.0025270851,0.9923753,0.0025797084,0.0025178522
274,0.0027042085,0.0028562897,0.0033188646,0.99112064
275,0.0025270851,0.9923753,0.0025797084,0.0025178522
276,0.0025270851,0.9923753,0.0025797084,0.0025178522
277,0.0025270851,0.9923753,0.0025797084,0.0025178522
278,0.9916289,0.0030595933,0.0026879767,0.002623526
279,0.0027042085,0.0028562897,0.0033188646,0.99112064
280,0.0025270851,0.9923753,0.0025797084,0.0025178522
281,0.0025270851,0.9923753,0.0025797084,0.0025178522
282,0.0025270851,0.9923753,0.0025797084,0.0025178522
283,0.0025865363,0.0027319998,0.9921044,0.0025770864
284,0.0025270851,0.9923753,0.0025797084,0.0025178522
285,0.0027042085,0.0028562897,0.0033188646,0.99112064
286,0.0025270851,0.9923753,0.0025797084,0.0025178522
287,0.9916289,0.0030595933,0.0026879767,0.002623526
288,0.0025865363,0.0027319998,0.9921044,0.0025770864
289,0.0025270851,0.9923753,0.0025797084,0.0025178522
290,0.0025865363,0.0027319998,0.9921044,0.0025770864
291,0.0025270851,0.9923753,0.0025797084,0.0025178522
292,0.0025270851,0.9923753,0.0025797084,0.0025178522
293,0.0025270851,0.9923753,0.0025797084,0.0025178522
294,0.0025865363,0.0027319998,0.9921044,0.0025770864
295,0.0027042085,0.0028562897,0.0033188646,0.99112064
296,0.0025270851,0.9923753,0.0025797084,0.0025178522
297,0.0025865363,0.0027319998,0.9921044,0.0025770864
298,0.0027042085,0.0028562897,0.0033188646,0.99112064
299,0.9916289,0.0030595933,0.0026879767,0.002623526
300,0.0025270851,0.9923753,0.0025797084,0.0025178522
301,0.0025270851,0.9923753,0.0025797084,0.0025178522
302,0.0025865363,0.0027319998,0.9921044,0.0025770864
303,0.0025270851,0.9923753,0.0025797084,0.0025178522
304,0.0025270851,0.9923753,0.0025797084,0.0025178522
305,0.0027042085,0.0028562897,0.0033188646,0.99112064
306,0.0027042085,0.0028562897,0.0033188646,0.99112064
307,0.0025270851,0.9923753,0.0025797084,0.0025178522
308,0.0027042085,0.0028562897,0.0033188646,0.99112064
309,0.9916289,0.0030595933,0.0026879767,0.002623526
310,0.9916289,0.0030595933,0.0026879767,0.002623526
311,0.0025270851,0.9923753,0.0025797084,0.0025178522
312,0.0025865363,0.0027319998,0.9921044,0.0025770864
313,0.0027042085,0.0028562897,0.0033188646,0.99112064
314,0.0025270851,0.9923753,0.0025797084,0.0025178522
315,0.0025270851,0.9923753,0.0025797084,0.0025178522
316,0.0025865363,0.0027319998,0.9921044,0.0025770864
317,0.0025865363,0.0027319998,0.9921044,0.0025770864
318,0.0025270851,0.9923753,0.0025797084,0.0025178522
319,0.0025270851,0.9923753,0.0025797084,0.0025178522
320,0.0027042085,0.0028562897,0.0033188646,0.99112064
321,0.0025865363,0.0027319998,0.9921044,0.0025770864
322,0.0025865363,0.0027319998,0.9921044,0.0025770864
323,0.0025270851,0.9923753,0.0025797084,0.0025178522
324,0.0025270851,0.9923753,0.0025797084,0.0025178522
325,0.0025270851,0.9923753,0.0025797084,0.0025178522
326,0.0025270851,0.9923753,0.0025797084,0.0025178522
327,0.0025865363,0.0027319998,0.9921044,0.0025770864
328,0.0027042085,0.0028562897,0.0033188646,0.99112064
329,0.9916289,0.0030595933,0.0026879767,0.002623526
330,0.0027042085,0.0028562897,0.0033188646,0.99112064
331,0.0025865363,0.0027319998,0.9921044,0.0025770864
332,0.9916289,0.0030595933,0.0026879767,0.002623526
333,0.0025270851,0.9923753,0.0025797084,0.0025178522
334,0.0025270851,0.9923753,0.0025797084,0.0025178522
335,0.0025865363,0.0027319998,0.9921044,0.0025770864
336,0.0025865363,0.0027319998,0.9921044,0.0025770864
337,0.0027042085,0.0028562897,0.0033188646,0.99112064
338,0.9916289,0.0030595933,0.0026879767,0.002623526
339,0.0025270851,0.9923753,0.0025797084,0.0025178522
340,0.0025270851,0.9923753,0.0025797084,0.0025178522
341,0.0025865363,0.0027319998,0.9921044,0.0025770864
342,0.0025865363,0.0027319998,0.9921044,0.0025770864
343,0.0025865363,0.0027319998,0.9921044,0.0025770864
344,0.0025270851,0.9923753,0.0025797084,0.0025178522
345,0.0025270851,0.9923753,0.0025797084,0.0025178522
346,0.0025865363,0.0027319998,0.9921044,0.0025770864
347,0.0027042085,0.0028562897,0.0033188646,0.99112064
348,0.9916289,0.0030595933,0.0026879767,0.002623526
349,0.0025270851,0.9923753,0.0025797084,0.0025178522
350,0.0025865363,0.0027319998,0.9921044,0.0025770864
351,0.0027042085,0.0028562897,0.0033188646,0.99112064
352,0.0025270851,0.9923753,0.0025797084,0.0025178522
353,0.0025865363,0.0027319998,0.9921044,0.0025770864
354,0.0025865363,0.0027319998,0.9921044,0.0025770864
355,0.9916289,0.0030595933,0.0026879767,0.002623526
356,0.0025865363,0.0027319998,0.9921044,0.0025770864
357,0.0025270851,0.9923753,0.0025797084,0.0025178522
358,0.0027042085,0.0028562897,0.0033188646,0.99112064
359,0.9916289,0.0030595933,0.0026879767,0.002623526
360,0.0025865363,0.0027319998,0.9921044,0.0025770864
361,0.0025270851,0.9923753,0.0025797084,0.0025178522
362,0.0025865363,0.0027319998,0.9921044,0.0025770864
363,0.0025865363,0.0027319998,0.9921044,0.0025770864
364,0.9916289,0.0030595933,0.0026879767,0.002623526
365,0.0025865363,0.0027319998,0.9921044,0.0025770864
366,0.0025270851,0.9923753,0.0025797084,0.0025178522
367,0.0025270851,0.9923753,0.0025797084,0.0025178522
368,0.0027042085,0.0028562897,0.0033188646,0.99112064
369,0.0025270851,0.9923753,0.0025797084,0.0025178522
370,0.0025270851,0.9923753,0.0025797084,0.0025178522
371,0.0025270851,0.9923753,0.0025797084,0.0025178522
372,0.0027042085,0.0028562897,0.0033188646,0.99112064
373,0.0025270851,0.9923753,0.0025797084,0.0025178522
374,0.0025270851,0.9923753,0.0025797084,0.0025178522
375,0.9916289,0.0030595933,0.0026879767,0.002623526
376,0.0027042085,0.0028562897,0.0033188646,0.99112064
377,0.0027042085,0.0028562897,0.0033188646,0.99112064
378,0.0025865363,0.0027319998,0.9921044,0.0025770864
379,0.9916289,0.0030595933,0.0026879767,0.002623526
380,0.0025270851,0.9923753,0.0025797084,0.0025178522
381,0.0027042085,0.0028562897,0.0033188646,0.99112064
382,0.9916289,0.0030595933,0.0026879767,0.002623526
383,0.0027042085,0.0028562897,0.0033188646,0.99112064
384,0.0025865363,0.0027319998,0.9921044,0.0025770864
385,0.0025270851,0.9923753,0.0025797084,0.0025178522
386,0.0025865363,0.0027319998,0.9921044,0.0025770864
387,0.0025865363,0.0027319998,0.9921044,0.0025770864
388,0.0025865363,0.0027319998,0.9921044,0.0025770864
389,0.9916289,0.0030595933,0.0026879767,0.002623526
390,0.0027042085,0.0028562897,0.0033188646,0.99112064
391,0.0025270851,0.9923753,0.0025797084,0.0025178522
392,0.0025270851,0.9923753,0.0025797084,0.0025178522
393,0.0025865363,0.0027319998,0.9921044,0.0025770864
394,0.0025270851,0.9923753,0.0025797084,0.0025178522
395,0.0025270851,0.9923753,0.0025797084,0.0025178522
396,0.0025270851,0.9923753,0.0025797084,0.0025178522
397,0.0025270851,0.9923753,0.0025797084,0.0025178522
398,0.0025865363,0.0027319998,0.9921044,0.0025770864
399,0.9916289,0.0030595933,0.0026879767,0.002623526
400,0.0025865363,0.0027319998,0.9921044,0.0025770864
401,0.0027042085,0.0028562897,0.0033188646,0.99112064
402,0.0025270851,0.9923753,0.0025797084,0.0025178522
403,0.9916289,0.0030595933,0.0026879767,0.002623526
404,0.0025270851,0.9923753,0.0025797084,0.0025178522
405,0.0025270851,0.9923753,0.0025797084,0.0025178522
406,0.0027042085,0.0028562897,0.0033188646,0.99112064
407,0.0025270851,0.9923753,0.0025797084,0.0025178522
408,0.0025270851,0.9923753,0.0025797084,0.0025178522
409,0.9916289,0.0030595933,0.0026879767,0.002623526
410,0.0025270851,0.9923753,0.0025797084,0.0025178522
411,0.0025270851,0.9923753,0.0025797084,0.0025178522
412,0.0027042085,0.0028562897,0.0033188646,0.99112064
413,0.0025865363,0.0027319998,0.9921044,0.0025770864
414,0.0025865363,0.0027319998,0.9921044,0.0025770864
415,0.0025865363,0.0027319998,0.9921044,0.0025770864
416,0.0027042085,0.0028562897,0.0033188646,0.99112064
417,0.0025865363,0.0027319998,0.9921044,0.0025770864
418,0.0025865363,0.0027319998,0.9921044,0.0025770864
419,0.0027042085,0.0028562897,0.0033188646,0.99112064
420,0.9916289,0.0030595933,0.0026879767,0.002623526
421,0.0027042085,0.0028562897,0.0033188646,0.99112064
422,0.9916289,0.0030595933,0.0026879767,0.002623526
423,0.0025865363,0.0027319998,0.9921044,0.0025770864
424,0.0027042085,0.0028562897,0.0033188646,0.99112064
425,0.9916289,0.0030595933,0.0026879767,0.002623526
426,0.0027042085,0.0028562897,0.0033188646,0.99112064
427,0.0025865363,0.0027319998,0.9921044,0.0025770864
428,0.0025270851,0.9923753,0.0025797084,0.0025178522
429,0.0025865363,0.0027319998,0.9921044,0.0025770864
430,0.0025270851,0.9923753,0.0025797084,0.0025178522
431,0.0025270851,0.9923753,0.0025797084,0.0025178522
432,0.9916289,0.0030595933,0.0026879767,0.002623526
433,0.0025270851,0.9923753,0.0025797084,0.0025178522
434,0.0025270851,0.9923753,0.0025797084,0.0025178522
435,0.0025270851,0.9923753,0.0025797084,0.0025178522
436,0.0025270851,0.9923753,0.0025797084,0.0025178522
437,0.0025270851,0.9923753,0.0025797084,0.0025178522
438,0.0025270851,0.9923753,0.0025797084,0.0025178522
439,0.0025865363,0.0027319998,0.9921044,0.0025770864
440,0.0027042085,0.0028562897,0.0033188646,0.99112064
441,0.9916289,0.0030595933,0.0026879767,0.002623526
442,0.9916289,0.0030595933,0.0026879767,0.002623526
443,0.9916289,0.0030595933,0.0026879767,0.002623526
444,0.0025865363,0.0027319998,0.9921044,0.0025770864
445,0.9916289,0.0030595933,0.0026879767,0.002623526
446,0.0025270851,0.9923753,0.0025797084,0.0025178522
447,0.9916289,0.0030595933,0.0026879767,0.002623526
448,0.0025865363,0.0027319998,0.9921044,0.0025770864
449,0.0027042085,0.0028562897,0.0033188646,0.99112064
450,0.0025270851,0.9923753,0.0025797084,0.0025178522
451,0.9916289,0.0030595933,0.0026879767,0.002623526
452,0.0025270851,0.9923753,0.0025797084,0.0025178522
453,0.0025270851,0.9923753,0.0025797084,0.0025178522
454,0.0025270851,0.9923753,0.0025797084,0.0025178522
455,0.0025865363,0.0027319998,0.9921044,0.0025770864
456,0.0025270851,0.9923753,0.0025797084,0.0025178522
457,0.0025270851,0.9923753,0.0025797084,0.0025178522
458,0.0025270851,0.9923753,0.0025797084,0.0025178522
459,0.0025865363,0.0027319998,0.9921044,0.0025770864
460,0.9916289,0.0030595933,0.0026879767,0.002623526
461,0.0025865363,0.0027319998,0.9921044,0.0025770864
462,0.0025270851,0.9923753,0.0025797084,0.0025178522
463,0.0025865363,0.0027319998,0.9921044,0.0025770864
464,0.0025270851,0.9923753,0.0025797084,0.0025178522
465,0.0027042085,0.0028562897,0.0033188646,0.99112064
466,0.9916289,0.0030595933,0.0026879767,0.002623526
467,0.0027042085,0.0028562897,0.0033188646,0.99112064
468,0.0025865363,0.0027319998,0.9921044,0.0025770864
469,0.9916289,0.0030595933,0.0026879767,0.002623526
470,0.0025865363,0.0027319998,0.9921044,0.0025770864
471,0.0025865363,0.0027319998,0.9921044,0.0025770864
472,0.0025865363,0.0027319998,0.9921044,0.0025770864
473,0.9916289,0.0030595933,0.0026879767,0.002623526
474,0.9916289,0.0030595933,0.0026879767,0.002623526
475,0.0025270851,0.9923753,0.0025797084,0.0025178522
476,0.0025270851,0.9923753,0.0025797084,0.0025178522
477,0.0025865363,0.0027319998,0.9921044,0.0025770864
478,0.0025270851,0.9923753,0.0025797084,0.0025178522
479,0.0025270851,0.9923753,0.0025797084,0.0025178522
480,0.0025270851,0.9923753,0.0025797084,0.0025178522
481,0.9916289,0.0030595933,0.0026879767,0.002623526
482,0.0025270851,0.9923753,0.0025797084,0.0025178522
483,0.9916289,0.0030595933,0.0026879767,0.002623526
484,0.0025270851,0.9923753,0.0025797084,0.0025178522
